x,y
0.0,0.15
0.10649466622338281,0.24870312691762259
0.21298933244676563,0.33178936931926883
0.31948399867014843,0.4002948235541098
0.42597866489353126,0.4565159778693213
0.5324733311169141,0.5036727221231737
0.6389679973402969,0.5454815286207968
0.7454626635636797,0.5856831440276873
0.8519573297870625,0.6275736819937613
0.9584519960104453,0.6735875955859917
1.0649466622338282,0.724975680180447
1.171441328457211,0.7816115512525622
1.2779359946805937,0.8419469408475195
1.3844306609039765,0.9031209883745593
1.4909253271273595,0.9612130020500829
1.5974199933507423,1.011613526956415
1.703914659574125,1.0494764573250053
1.8104093257975078,1.0702066001244657
1.9169039920208906,1.0699333788801042
2.0233986582442736,1.0459226386438991
2.1298933244676563,0.9968846479211916
2.236387990691039,0.9231467717308796
2.342882656914422,0.8266728629277754
2.4493773231378047,0.7109268141947179
2.5558719893611874,0.5805933739742609
2.66236665558457,0.44118367235676803
2.768861321807953,0.2985644771839945
2.875355988031336,0.1584578360572735
2.981850654254719,0.02596068476058641
3.0883453204781017,-0.09486807836602293
3.1948399867014845,-0.2013124280503802
3.3013346529248673,-0.2921663072775576
3.40782931914825,-0.3677472923977689
3.514323985371633,-0.4297566733216503
3.6208186515950156,-0.4810013305418841
3.7273133178183984,-0.525006756748126
3.833807984041781,-0.5655615530949224
3.940302650265164,-0.6062406176688548
4.046797316488547,-0.6499563398744055
4.15329198271193,-0.6985842078581503
4.259786648935313,-0.7527016216985392
4.366281315158695,-0.8114671544619623
4.472775981382078,-0.8726531864049539
4.579270647605461,-0.9328292046830087
4.685765313828844,-0.9876776952904899
4.7922599800522265,-1.0324110120114174
4.898754646275609,-1.0622472608104823
5.005249312498992,-1.0728971358764914
5.111743978722375,-1.0610124044882638
5.218238644945758,-1.024550488883476
5.32473331116914,-0.9630179562303469
5.431227977392523,-0.8775678577185165
5.537722643615906,-0.7709405285115459
5.644217309839289,-0.6472531884562068
5.750711976062672,-0.511658878554506
5.857206642286055,-0.36990839366743505
5.963701308509438,-0.22785860048978804
6.070195974732821,-0.0909758779399798
6.1766906409562035,0.03611615562289161
6.283185307179586,0.14999999999999974
